IRIS;LIBIRIS;COM;LIBCOM;DEC_PIMP14;DEC_TP6014;DEC_Q114;DEC_MED14;DEC_Q314;DEC_EQ14;DEC_D114;DEC_D214;DEC_D314;DEC_D414;DEC_D614;DEC_D714;DEC_D814;DEC_D914;DEC_RD14;DEC_S80S2014;DEC_GI14;DEC_PTSA14;DEC_PCHO14;DEC_PBEN14;DEC_PPEN14;DEC_PAUT14;note
31900103;Les Gateaux;3190;Moulins;;;11824;17856;24130;0,7;5694;9988;13042;15488;20124;22414;25784;30542;5,4;6,9;0,3;64,7;2,8;2,1;28,6;1,8;0
31900104;Quartier Nord;3190;Moulins;40,9;40,2;7320;14968;21780;1;1472;5538;9228;12156;17344;20162;24228;30604;20,8;17,7;0,4;56,3;4;3,2;33,8;2,7;0
31900105;Decize Bourgogne;3190;Moulins;58,1;20,2;13856;20802;27798;0,7;7476;12166;15626;18020;23000;26118;29458;37642;5;6,6;0,3;57,1;2,4;6,4;30,5;3,6;0
31900106;Lyon Gare;3190;Moulins;58,9;22,3;12942;20898;28930;0,8;6536;11440;14302;17432;23982;27062;32074;40614;6,2;8,5;0,4;51,6;2,3;6,9;33,6;5,6;0
31900107;Quartier Sud Zone 1;3190;Moulins;;;7880;14298;21814;1;2000;6102;9002;11576;17274;20100;23742;28842;14,4;14;0,4;50,1;4;2,6;40,9;2,4;0
31900108;Quartier Sud Zone 2;3190;Moulins;32,7;52,4;3692;11468;18784;1,3;0;2098;5368;8204;14458;17155;20342;24461;;63,3;0,5;51,2;5,5;1,1;40,3;1,9;0
31900109;La Madeleine;3190;Moulins;54,3;23;12658;18622;24944;0,7;6740;11574;13906;16364;21448;23760;27248;33290;4,9;5,9;0,3;48,8;2,3;3,1;41,3;4,5;0
33100101;Hotel de Ville;3310;Vichy;46,7;35,8;8748;17186;26892;1,1;1156;7164;10410;13956;20266;24178;29822;37876;32,8;17,9;0,4;37,2;3,7;5,1;47,5;6,5;0
33100102;Marche;3310;Vichy;40,4;37,4;7666;15411;22896;1;924;6036;9500;12832;17982;20988;25276;31804;34,4;20,7;0,4;39,4;4,2;4,4;47,2;4,8;0
33100103;Deniere Les Romains;3310;Vichy;40;38,6;8144;15192;22242;0,9;1708;6368;10056;12632;17856;20564;24012;29258;17,1;14,5;0,4;54,2;4,5;2;35,9;3,4;0
33100104;Les Garets-Bellevue;3310;Vichy;;;12172;18536;25670;0,7;6144;10662;13588;16062;20858;23762;27236;34034;5,5;7,4;0,3;51;3,6;2,8;39,7;2,9;0
33100105;France et Rosieres;3310;Vichy;48;31,7;9740;17632;26528;1;1602;7718;11684;14840;20733;24556;28892;37028;23,1;17;0,4;49,4;4;5,5;37,5;3,6;0
33100106;Thermal-Vieux-Vican;3310;Vichy;62,2;17,3;14798;23756;36446;0,9;7142;13036;16656;20424;28108;33068;41420;56318;7,9;10,4;0,4;29,1;1,9;8;51,5;9,5;0
33100107;Les Bains-Republique;3310;Vichy;59,1;21,1;13695;22348;32856;0,9;6534;11752;15248;18724;25694;30228;37684;49144;7,5;10;0,4;32,7;2,2;6,4;51,6;7,1;0
33100108;Jeanne d'Arc-Stade;3310;Vichy;55,7;20,7;13323;20164;28424;0,7;7878;11966;14784;17568;22766;26348;30770;37474;4,8;6,3;0,3;43,8;2,7;2,4;44,8;6,3;0
33100109;Les Ailes;3310;Vichy;;;2928;9776;17088;1,4;0;1400;4670;7206;12792;15830;18732;23094;;114,5;0,5;39,7;5,8;1,6;50,3;2,6;0
33100110;Beausejour-Les Graves-Les Bartins;3310;Vichy;50,9;25,4;12112;17720;23796;0,7;5874;10266;13308;15644;19986;22376;25612;31692;5,4;6,6;0,3;41,7;3,2;2,1;49;4;0
33210101;Centre Ville;3321;Yzeure;63,8;15,5;15566;21456;28850;0,6;8780;13820;16728;18980;24308;27290;31100;37996;4,3;5,6;0,3;51,9;2;5,6;37;3,5;0
33210102;Bellevue Les Ozieres;3321;Yzeure;66,8;14;16022;21350;28546;0,6;10382;14330;17316;19036;23734;26884;30574;36858;3,6;4,6;0,3;54,1;1,9;2,9;38;3,1;0
33210103;Bataillots;3321;Yzeure;53,9;26,4;11703;18664;25504;0,7;3278;9480;13390;16386;21152;23736;27568;32912;10;9,9;0,3;53,9;3;4,3;35,8;3;0
33210104;Saint-Bonnet;3321;Yzeure;69,4;12;17192;22477;30118;0,6;11120;15512;18398;20694;25098;28348;32402;38672;3,5;4,4;0,3;50,1;1,8;3,7;40,6;3,8;0
33210105;Zone Verte;3321;Yzeure;;;18082;23352;30714;0,5;12816;16990;19402;21492;25710;28886;32762;39474;3,1;3,6;0,2;46,3;1,4;6,6;40,5;5,2;0
40700101;Les Arches;4070;Digne-les-Bains;55,4;22,8;12666;18968;26592;0,7;7678;11374;14378;16434;21434;23820;28576;36232;4,7;6,4;0,3;60,3;2,6;3,8;27,9;5,4;0
40700102;Les Dourbes;4070;Digne-les-Bains;43,5;38,9;8280;15474;24700;1,1;1660;6288;9646;12472;18650;22356;27458;33482;20,2;19,2;0,4;49,7;3,8;5,2;36,5;4,8;0
40700103;Peripherie Ouest;4070;Digne-les-Bains;65;18,5;14894;22276;31934;0,8;7412;13068;16756;19788;25288;29388;33486;43174;5,8;7,5;0,3;48,1;2,2;9,1;33,8;6,8;0
40700104;La Sebe;4070;Digne-les-Bains;53,1;24,7;12256;18850;26266;0,7;6714;10980;13668;16310;21306;24396;27910;33542;5;6,4;0,3;52,6;2,6;3,4;37,3;4,1;0
40700105;Route de Marseille;4070;Digne-les-Bains;61,6;22,2;13150;19916;26816;0,7;7404;11296;14540;17528;22190;25216;29544;36496;4,9;6,1;0,3;52,4;2,8;3,2;36,5;5,1;0
40700106;Route de Nice;4070;Digne-les-Bains;;;17430;23718;30750;0,6;11008;15810;19342;21646;26542;28596;32948;39872;3,6;4,6;0,3;50,7;1,8;6,3;35,2;6;0
40700107;Centre Ville;4070;Digne-les-Bains;31,8;52,3;5444;11584;18863;1,2;2;4154;6619;8976;14370;16920;21545;27386;13693;28,5;0,4;49,7;5,6;3,7;35,2;5,8;0
40700108;Ville Nord;4070;Digne-les-Bains;50,1;28,3;10990;18350;26396;0,8;4706;9132;12920;16098;20744;24590;28486;37224;7,9;10,3;0,4;44,5;2,1;4,9;41,9;6,6;0
41120101;Manosque Intra-Muros;4112;Manosque;29,7;50,4;6784;11972;18402;1;1506;5736;7722;9982;14546;17078;20266;25826;17,1;15;0,4;54,8;7,2;3,1;30,1;4,8;0
41120102;La Burliere Luquece;4112;Manosque;46,1;35,4;9854;15884;23454;0,9;3576;7940;10926;13120;18838;21260;26246;34024;9,5;10,4;0,4;50,3;3,3;2,4;39,8;4,2;0
41120103;Temps Perdu La Trinque;4112;Manosque;47,3;36,9;9070;15804;24312;1;3400;7656;10158;13070;18576;22102;26630;34764;10,2;12,3;0,4;42,9;3,5;3,4;41,9;8,3;0
41120104;Les Chauvinets;4112;Manosque;60,4;22,3;13434;19932;28134;0,7;8054;11666;14806;17732;23296;25978;30690;41306;5,1;6,7;0,4;45,9;3;6,7;38,3;6,1;0
41120105;Seminaire Colombier;4112;Manosque;62,6;18,2;14506;22414;31948;0,8;8984;12968;16106;19486;26016;29428;34638;46612;5,2;10,3;0,5;43,1;1,7;3,1;28,3;23,8;0
41120106;Montee des Richesses Saint-Lazare;4112;Manosque;56,4;19,8;13754;20248;28222;0,7;7312;12234;15622;17798;22946;26362;31114;39476;5,4;6,3;0,3;51,3;3,2;2,9;30,7;11,9;0
41120107;Les Ponches Les Naves;4112;Manosque;;;6566;11326;19270;1,1;2382;5750;7142;9142;13964;17446;21618;29138;12,2;12,8;0,4;48,5;6;0,9;37,5;7,1;0
41120108;Saint-Pancrace Les Serrets;4112;Manosque;65,7;14,1;15956;23070;33020;0,7;10622;14678;17246;20268;26434;30620;35334;42898;4;5,1;0,3;50,5;2,2;3,4;32,2;11,7;0
41120109;Peripherie;4112;Manosque;63,7;16,7;14844;22594;33780;0,8;7936;13258;16776;19586;26176;30810;37152;46430;5,9;6,9;0,3;52,5;2,6;8,9;27,2;8,8;0
50230102;Grande Boucle;5023;Briançon;;;11416;17634;24320;0,7;5804;9868;12910;15660;19898;22730;26376;35210;6,1;7,6;0,4;50,8;4,6;5,9;34,5;4,2;0
50230103;Republique-Sainte Catherine;5023;Briançon;59,5;18,3;13938;19322;26252;0,6;8980;12658;14964;17200;21656;24646;28322;36512;4,1;5,2;0,3;55,3;4,1;4,2;30,2;6,2;0
50230104;Briancon Nord;5023;Briançon;62,8;17,9;14574;20674;28042;0,7;9426;13032;15850;18286;22820;25822;30644;38776;4,1;5,7;0,3;53,1;3,6;7,1;29,5;6,7;0
50230105;Briancon Sud;5023;Briançon;58,8;21;13362;19304;25566;0,6;8334;11922;14688;17262;21698;24306;28114;34676;4,2;5,3;0,3;60,3;3,6;5,3;26,2;4,6;0
50610101;Gap Centre;5061;Gap;37,3;37,1;8838;15132;21752;0,9;2870;7517;10406;13112;17078;20102;23574;30630;10,7;11,8;0,4;57,3;5,9;4,1;27,4;5,3;0
50610102;Couronne;5061;Gap;52,6;23,7;12540;18789;27000;0,8;6744;10634;13796;16128;21626;25186;29690;37634;5,6;7,3;0,4;43,9;3;5,8;39,2;8,1;0
50610103;Puymaure Chabanas;5061;Gap;63,8;15,7;15246;21554;30308;0,7;10062;13680;16380;19016;24339;28020;32754;41722;4,1;5,8;0,3;52,9;2,6;6,1;31;7,4;0
50610104;Peripherie Nord;5061;Gap;69,9;10,1;16270;22938;33086;0,7;12102;15064;17784;20388;26066;30288;35922;45958;3,8;5,3;0,3;51,7;2,3;11,8;23,8;10,4;0
50610105;La Gare;5061;Gap;55,4;22,9;12839;18827;27010;0,8;7650;11346;13890;16826;21468;24776;29078;35850;4,7;6,6;0,3;45,2;3;3,8;37,6;10,4;0
50610106;Rochasson Bonneval;5061;Gap;45,6;37,6;8562;15796;23702;1;3672;7176;10172;12768;18574;21882;25518;34400;9,4;11,7;0,4;52;4,2;3,9;34,3;5,6;0
50610107;Villarobert Saint-Michel;5061;Gap;51,9;28,7;10952;18070;25152;0,8;6026;9914;12620;15354;20342;23104;26730;32498;5,4;7,2;0,3;56,9;2,9;2,9;32,6;4,7;0
50610108;Les Fauvins Treschatel;5061;Gap;53,8;25,9;11608;19372;28042;0,8;4896;9510;13696;17066;22116;26230;30204;37704;7,7;9,7;0,4;53,4;3,4;5,7;28,8;8,7;0
50610109;Saint-Marguerite Saint-Jean;5061;Gap;65,5;16,2;15612;22848;32058;0,7;8400;13720;17390;20116;25968;30242;35084;47234;5,6;6,7;0,3;51,1;2;10,2;28,4;8,3;0
50610110;Molines;5061;Gap;50,1;27,7;11294;17922;24806;0,8;5750;9568;13006;15356;20048;23232;27076;34836;6,1;8,2;0,4;44,7;3,4;3;43,2;5,7;0
50610111;Beauregard;5061;Gap;55;28,6;10754;18222;25608;0,8;5874;9408;12720;15606;21020;24100;27534;32974;5,6;7;0,3;51,5;3,5;2,9;38,6;3,5;0
50610112;Villeneuve;5061;Gap;60,9;16,3;14544;20552;27452;0,6;9216;13260;15430;18094;23012;25824;30498;37816;4,1;5,1;0,3;47,6;3;3;41,9;4,5;0
50610113;Serrebourges Fontreyne;5061;Gap;58,1;17,8;14328;20126;26336;0,6;8071;12952;15444;17924;22244;24883;28300;34718;4,3;5,2;0,3;47,6;3;3,1;41,6;4,7;0
50610114;Belleaureille Saint-Roch;5061;Gap;66;13,9;15744;21360;27936;0,6;10502;14520;17004;19168;23484;26210;30488;36950;3,5;4,6;0,3;58,2;2,8;4,3;29,6;5,1;0
50610115;Les Cedres Tournefave;5061;Gap;52,3;35;9360;16922;25298;0,9;3292;7716;10860;14040;20238;23610;27534;33952;10,3;11,4;0,4;49,1;3,3;3,1;38,7;5,8;0
50610116;Les Essagnieres;5061;Gap;61,7;17,2;14564;20454;27774;0,6;9088;13040;15554;17974;23088;26270;29588;36054;4;5,1;0,3;59,5;2,7;5,3;27,3;5,2;0
50610201;Romette Commune Associee;5061;Gap;69,1;;15914;22042;30084;0,6;11258;14796;17304;19678;24338;27502;32113;39992;3,6;4,5;0,3;55,8;2,5;6,1;29,5;6,1;0
60040101;Les Trois Moulins;6004;Antibes;60,7;23,1;13372;21452;30100;0,8;5020;10253;14986;18400;23846;27624;32228;38774;7,7;9,5;0,4;68,8;3,2;4,9;16,3;6,8;0
60040102;Les Semboules;6004;Antibes;69,6;13;16708;24050;32266;0,6;10672;15290;18202;21248;26584;29988;34970;41942;3,9;5,4;0,3;65,7;2,9;4;23,5;3,9;0
60040103;Le Cap;6004;Antibes;;;17578;27632;45130;1;9650;15062;19432;23626;35584;41700;52203;77606;8;12,1;0,5;28,8;1,8;12,6;31;25,8;0
60040104;Les Cougoulins-Rastines;6004;Antibes;74,4;10,9;17638;26886;38992;0,8;11292;16280;19900;23380;30912;35428;43298;55076;4,9;6;0,3;52,5;2,5;9,1;25,7;10,2;0
60040105;La Constance-Le Puy;6004;Antibes;73,2;11,9;18340;27156;40440;0,8;10714;16482;20088;23350;31700;37758;44066;56034;5,2;6,7;0,3;49,7;2,5;6,7;30,4;10,7;0
60040106;Les Groules-Les Breguieres;6004;Antibes;68,6;17,1;15612;23516;33590;0,8;9386;13558;17404;20222;27530;31336;36558;45444;4,8;6,8;0,3;57,8;2,7;5,2;26,4;7,9;0
60040107;Azurville-Val Claret;6004;Antibes;61,1;22,2;13072;19828;28182;0,8;7090;11326;14556;17040;22666;25908;31254;39408;5,6;7;0,3;62;3,5;3,7;25,6;5,2;0
60040108;La Fontonne;6004;Antibes;61,2;21,1;13352;20628;28770;0,7;7214;11616;14972;17742;23136;26070;31592;40124;5,6;6,7;0,3;63,3;3,4;4,2;25,8;3,3;0
60040109;Les Combes;6004;Antibes;66,8;15,4;15470;22220;30622;0,7;9306;13974;17012;19371;25130;28844;32828;40738;4,4;6,1;0,3;67,3;3;2,6;20,5;6,6;0
60040110;Rabiac-La Paganne;6004;Antibes;72;13,2;16726;24162;34286;0,7;10498;15236;18372;21466;27974;32314;37486;47170;4,5;5,3;0,3;54;2,5;4,9;31,3;7,3;0
60040111;La Colle;6004;Antibes;61,4;21,5;13602;21186;31446;0,8;7902;11702;15206;18006;24608;28492;34510;43864;5,6;7,3;0,4;43,4;3,4;3,8;41,4;8;0
60040112;Les Prugnons;6004;Antibes;68,4;11,8;17068;24462;32888;0,6;11140;15424;18628;21570;27522;30644;35550;43390;3,9;4,7;0,3;57,9;3,1;3,5;30;5,5;0
60040114;Lagare;6004;Antibes;59,1;21,5;13508;20538;29910;0,8;6730;11670;14874;17094;23692;27610;33100;42014;6,2;7,7;0,4;49,4;2,6;4,3;36;7,7;0
60040115;Vieille Ville;6004;Antibes;51,5;32,5;10158;17436;27232;1;4784;8454;11522;14464;20542;24380;30440;41716;8,7;11,7;0,4;51,9;4;5,3;28,6;10,2;0
60040116;Les Bastides;6004;Antibes;65,5;17,6;15088;21900;29980;0,7;9120;13190;16596;19346;24894;28116;31956;38560;4,2;5,3;0,3;67;3,6;4;22,2;3,2;0
60040117;Fontmerle;6004;Antibes;70,2;13,8;17068;24286;34980;0,7;10038;14994;18612;21438;27966;32476;37956;47698;4,8;6,1;0,3;53,1;3,1;7,1;29,1;7,6;0
60040118;Laval;6004;Antibes;63;19,5;14468;21896;31494;0,8;8334;12536;15944;18718;25110;29366;34678;45756;5,5;7;0,3;51,8;3,1;4,3;33,9;6,9;0
60040119;l'Estagnol;6004;Antibes;68,1;11,7;16396;22960;31444;0,7;11556;14884;17676;20354;25996;29170;34862;45510;3,9;5,1;0,3;65,6;2,9;5,5;21;5;0
60040120;Saint-Jean;6004;Antibes;61,7;19,2;14054;21658;31612;0,8;8428;12480;15840;18646;24580;28720;35408;45656;5,4;6,9;0,4;46,6;3;5,7;38,3;6,4;0
60040121;La Badine;6004;Antibes;66,8;16,9;15494;24626;35972;0,8;8042;13450;16840;21048;28008;33430;39074;52496;6,5;7,5;0,4;45,4;2,2;5,9;37,2;9,3;0
60040122;Saint-Maymes-Lauvert;6004;Antibes;68,7;15,7;15652;26070;39610;0,9;9154;13768;17848;22230;29668;35676;44022;61462;6,7;9,7;0,4;52,3;2,7;9;24,5;11,5;0
60040123;Place de Gaulle;6004;Antibes;60,1;22,4;12974;20090;29072;0,8;7352;11482;14172;17338;23148;27070;31668;41194;5,6;7,4;0,4;45,3;2,7;3,4;40,7;7,9;0
60040124;Ponteil;6004;Antibes;63,7;20,8;13820;22760;35348;0,9;7084;11866;15194;19014;27128;31570;39112;51036;7,2;9,3;0,4;39;2,4;5,7;41,7;11,2;0
60040125;Juan Les Pins-Gallice;6004;Antibes;55,9;28,7;10948;18532;28912;1;5090;9028;12666;15375;22532;26668;31940;42004;8,3;12;0,4;40,5;3,5;4,8;40,3;10,9;0
60040126;Pont du Lys-Antibes Les Pins;6004;Antibes;56,1;26,6;11744;18740;27094;0,8;5640;10302;13482;15968;21448;25132;29684;37700;6,7;8,7;0,4;54,2;4,1;3,2;32,5;6;0
60120101;Beausoleil Superieur;6012;Beausoleil;66,6;17,3;15046;22838;34140;0,8;8598;13402;16798;19636;27402;31572;37816;46778;5,4;8;0,4;65,5;2,8;3,5;23;5,2;0
60120102;Tenao Inferieur;6012;Beausoleil;60,6;27,9;11510;18200;28622;0,9;7250;10634;12742;15330;21433;25700;31288;41412;5,7;8,2;0,4;67,6;3,4;0,9;23,2;4,9;0
60120103;Moneghetti Ouest;6012;Beausoleil;61,6;21,6;13204;19516;26872;0,7;9356;11886;14484;17026;22210;25734;29138;36588;3,9;4,9;0,3;72,6;2,6;1,6;20,7;2,5;0
60120104;Moneghetti Est;6012;Beausoleil;65;17,7;14362;20720;30306;0,8;9264;12998;15446;18080;23562;27944;33130;41445;4,5;5,9;0,3;71,2;2,9;1,9;20;4;0
60120105;Centre;6012;Beausoleil;59,7;25,8;11978;18104;27524;0,9;7372;10574;13390;15880;21290;25162;30360;39866;5,4;7,9;0,4;66,9;2,6;3,2;22,2;5,1;0
60270101;Le Centre-Le Haut de Cagnes;6027;Cagnes-sur-Mer;52,2;29,9;10742;17502;26100;0,9;5108;9050;12258;14942;20806;23992;28574;35820;7;8,6;0,4;55,2;3,6;3,7;32;5,5;0
60270102;La Gare;6027;Cagnes-sur-Mer;54,2;27,5;11396;18022;24380;0,7;6850;10052;12768;15348;20424;22950;26486;31410;4,6;5,6;0,3;68,9;4,1;2,9;22,2;1,9;0
60270103;l'Hubac;6027;Cagnes-sur-Mer;62,6;21,3;13590;21800;31182;0,8;8090;11806;15368;18474;24612;28980;33834;43488;5,4;7,5;0,4;54,1;3,4;3,4;31,3;7,8;0
60270104;Saint-Jean;6027;Cagnes-sur-Mer;69;12,4;16850;24362;35266;0,8;11188;15002;18360;21384;28028;32484;37680;49244;4,4;5,9;0,3;57,9;2,8;6,2;23,6;9,5;0
60270105;Saint-Veran;6027;Cagnes-sur-Mer;69,7;16,5;15730;23552;35002;0,8;8294;14150;17482;20366;27316;32326;39252;50828;6,1;7,5;0,4;51,8;2,7;6,4;31;8,1;0
60270107;Juin-Kennedy;6027;Cagnes-sur-Mer;57,3;22,6;12817;19857;27638;0,7;6884;11196;14266;17296;22588;25700;29858;36484;5,3;6,5;0,3;40,9;3;3,1;47,7;5,3;0
60270108;Le Cros de Cagnes;6027;Cagnes-sur-Mer;60,3;18;14262;20512;28158;0,7;8052;12748;15628;18000;23264;26382;31038;38098;4,7;6,2;0,3;39,7;3,1;3,3;46,6;7,3;0
60270109;Les Vespins;6027;Cagnes-sur-Mer;67,2;13,5;16644;23924;32520;0,7;9914;15124;18206;21016;27256;30554;35688;44324;4,5;5,7;0,3;44,7;2,8;3,6;40,2;8,7;0
60270110;Breguieres Sud;6027;Cagnes-sur-Mer;68,3;13;16186;23008;32596;0,7;10994;14784;17586;20712;26056;30072;35022;44306;4;5,1;0,3;50,8;2,9;4,9;34,4;7;0
60270111;Breguieres Nord;6027;Cagnes-sur-Mer;67,4;15,3;15938;24322;33644;0,7;9640;14356;17072;20844;27888;31482;36170;47846;5;5,7;0,3;58,5;2,2;5,5;28,3;5,5;0
60270112;Le Nord-Est;6027;Cagnes-sur-Mer;73;10,3;17770;25744;35534;0,7;12030;16376;19672;22660;28998;33090;38310;50942;4,2;5,5;0,3;57,7;2,5;7;22,7;10,1;0
60270113;Les Gros Buaux;6027;Cagnes-sur-Mer;69,7;11,6;17080;24056;32870;0,7;11154;15324;18360;21436;27032;30688;35586;43652;3,9;5,4;0,3;57;2,8;6,1;27,2;6,9;0
60270114;Les Colettes;6027;Cagnes-sur-Mer;62,7;18,2;14604;21756;31940;0,8;8610;12862;16182;19128;25136;29284;34952;44616;5,2;7,1;0,4;54;2,9;3,8;31,2;8,1;0
60270115;Le Nord-Ouest;6027;Cagnes-sur-Mer;;;17526;26094;36834;0,7;11454;15418;18988;22226;30540;34148;40989;50976;4,5;6,3;0,3;58,3;2,4;7,7;22,1;9,5;0
60270116;Le Village du Cros;6027;Cagnes-sur-Mer;56,7;19,6;13466;20318;27756;0,7;7092;12270;14748;17662;22928;25710;29878;37164;5,2;6,4;0,3;38,7;3,4;3,7;47,9;6,3;0
60270117;Rn7;6027;Cagnes-sur-Mer;59,3;20,9;13456;20654;28417;0,7;7434;11858;15108;17954;23542;26836;30328;38068;5,1;6,2;0,3;47,4;2,8;3,5;40,8;5,5;0
60290101;Moure Rouge;6029;Cannes;65;19,9;14386;24686;41681;1,1;6930;12330;16792;20412;29506;37004;47544;66622;9,6;14,1;0,5;24,4;2;4,2;45,6;23,8;0
60290102;La Source;6029;Cannes;61,9;21,8;13440;21958;33316;0,9;6260;11412;15304;18642;25928;30228;36990;49482;7,9;10,6;0,4;24,4;2,6;5,2;54,7;13,1;0
60290103;La Californie;6029;Cannes;69;18,4;15584;26653;44754;1,1;8078;13102;17740;21871;32561;40308;51646;74911;9,3;14,4;0,5;26,8;2,2;6,8;41,3;22,9;0
60290104;Montfleury;6029;Cannes;65;18,8;14618;22652;35652;0,9;7886;12838;16066;19194;26740;32066;38958;56164;7,1;11;0,4;37,7;3,1;6,6;36;16,6;0
60290105;La Peyriere;6029;Cannes;56,8;25,5;11772;19314;28380;0,9;6140;9930;14056;16424;22170;25530;31034;40596;6,6;8,9;0,4;51,5;4,6;6;31,1;6,8;0
60290106;Terrefial;6029;Cannes;68,8;17,4;15550;28132;45410;1,1;8154;13716;17756;23002;32972;41100;53754;79958;9,8;15,5;0,5;29;2,3;7,5;36,4;24,8;0
60290107;Camp Long;6029;Cannes;56,5;24,8;12246;19684;29308;0,9;6600;10276;13673;16611;22796;26896;32896;43204;6,5;9;0,4;45,2;3,7;5,6;37,1;8,4;0
60290108;Carnot;6029;Cannes;45,5;37;9186;15478;23770;0,9;4932;7864;10390;12964;18728;21606;26254;33672;6,8;9,5;0,4;53;5,1;4,5;32,8;4,6;0
60290109;Saint-Nicolas;6029;Cannes;50,7;34,4;9852;16900;26278;1;4646;8154;11168;14050;19806;23952;29040;39616;8,5;11,4;0,4;49,9;5,2;5,6;29,4;9,9;0
60290110;Gare;6029;Cannes;54,2;32,3;10124;17180;28966;1,1;4086;8362;11468;14006;20540;25918;33162;45556;11,1;17;0,5;33,6;3,6;5,8;39,7;17,3;0
60290111;Croisette-Palm-Beach;6029;Cannes;57,4;26,6;11416;21308;35616;1,1;4252;8992;13610;17188;25548;31504;40680;61110;14,4;22,9;0,5;20,2;1,8;4,8;43,4;29,8;0
60290112;Petit-Juas;6029;Cannes;56,5;27,4;11360;18872;29948;1;5558;10094;12918;16024;22808;27034;32996;44666;8;10,9;0,4;41,3;3;6,9;38,6;10,2;0
60290113;Vallergues;6029;Cannes;62;20;13510;22494;32824;0,9;7000;12192;15074;19082;25548;29744;36980;47878;6,8;8,5;0,4;44,8;3;6,6;37,1;8,5;0
60290114;Broussailles;6029;Cannes;59,5;22,1;13052;20522;29934;0,8;7086;11286;14902;17594;23562;27350;31876;42436;6;7,8;0,4;50,5;3,8;5,6;32,5;7,6;0
60290115;Tassigny;6029;Cannes;58,6;27;11536;19374;28604;0,9;5806;10266;13064;16768;22748;26084;31326;40440;7;9,2;0,4;49;4,3;5,7;32,3;8,7;0
60290116;Stanislas;6029;Cannes;48,8;34,1;9994;16322;26510;1;5180;8346;11208;14024;19586;23406;30066;46124;8,9;13,8;0,5;41,1;3,7;2,6;36;16,6;0
60290117;Le Vieux Port-Les Iles;6029;Cannes;;;10434;17180;28896;1,1;4740;8560;11728;14654;20626;25358;32754;45822;9,7;14,7;0,5;37,3;3,4;3,5;38,7;17,1;0
60290118;Le Grand Jas;6029;Cannes;48;32,5;10020;15764;22368;0,8;5776;8500;11668;13638;18662;20948;24588;31082;5,4;7,7;0,3;55,2;4,3;3;32,1;5,4;0
60290119;Le Riou;6029;Cannes;55,6;24,8;12324;19488;29566;0,9;6852;10904;13700;16632;22942;27036;32334;48368;7,1;9,6;0,4;43,8;3,1;4,5;37,5;11,1;0
60290120;Croix des Gardes;6029;Cannes;65,2;16,7;15382;22352;32554;0,8;9286;13536;16774;19490;25638;30348;35806;47734;5,1;6,8;0,4;61,3;3,2;8;20,8;6,7;0
60290121;Pierre Longue;6029;Cannes;67,8;15,7;16134;26078;41300;1;8618;14488;18254;21740;30856;36924;48240;66566;7,7;11,2;0,4;32,2;2,3;7,1;39,8;18,6;0
60290122;Font de Veyre;6029;Cannes;65,2;18,4;14108;22243;34524;0,9;8760;12778;15904;19482;25878;31102;38108;50776;5,8;8,3;0,4;42,5;2,9;6,7;34,3;13,6;0
60290123;Saint-Joseph;6029;Cannes;52,3;25,3;12108;18196;25426;0,7;6902;10670;13246;15742;20572;23516;27494;33330;4,8;6,1;0,3;53,3;4,5;2,7;34,4;5,1;0
60290125;Bocca Centre;6029;Cannes;52,4;28,7;10698;17922;24430;0,8;4984;8730;12464;15470;20610;22932;26382;32792;6,6;8,4;0,3;47,5;3,6;2,8;40,7;5,4;0
60290126;Les Muriers;6029;Cannes;55,8;24,5;12470;18406;25092;0,7;7600;10994;13800;16234;20688;23296;26998;33140;4,4;5,2;0,3;55,9;3,7;1,7;35,2;3,5;0
60290127;Le Plan;6029;Cannes;44,3;33,8;10496;16390;22142;0,7;5174;8860;11406;13640;18328;20780;24066;28336;5,5;6,4;0,3;63,1;4,7;1,6;28;2,6;0
60290128;Colline des Puits;6029;Cannes;28,7;52,9;6776;11268;17772;1;2482;5504;7506;9621;13734;16442;19638;24262;9,8;11,6;0,4;65;7,9;1,1;24,9;1,1;0
60290130;Ranguin;6029;Cannes;43,9;35,9;9230;15350;22040;0,8;5034;7888;10850;13180;17556;20362;23818;28752;5,7;6,9;0,3;67,6;5,5;2,2;23,1;1,6;0
60290131;Le Grand Saule;6029;Cannes;45;35,7;9940;15246;21982;0,8;4826;8486;10956;12886;17588;20548;23566;31760;6,6;7,6;0,4;60,7;5,5;3,4;27,1;3,3;0
60290132;Pont d'Avril-L'abadie;6029;Cannes;48,5;32,1;10342;16522;22856;0,8;4848;9014;11572;14374;18516;21274;25690;34232;7,1;8,4;0,4;71,5;5,5;3,7;16,4;2,9;0
60300101;Garibondy;6030;Le Cannet;;;9920;16176;22870;0,8;4042;8152;11662;13830;18798;21530;24060;28690;7,1;8,2;0,3;57,7;4,4;3,6;32,1;2,2;0
60300102;Hauts de Saint-Jean-Hauts de l'Aubarede;6030;Le Cannet;;;13594;21404;28642;0,7;8118;12100;15616;18660;24120;26962;31214;38912;4,8;6,1;0,3;56,4;3,3;6,4;29;4,9;0
60300103;Mirandoles;6030;Le Cannet;60,1;19,8;13942;20116;26868;0,6;8186;12376;15346;17654;22658;25358;29046;34784;4,2;5,2;0,3;66,3;4;3,8;22,8;3,1;0
